,overall,pace,shooting,passing,dribbling,defending,physic
4326,71,76.0,71.0,58.0,72.0,27.0,70.0
4327,71,69.0,63.0,71.0,73.0,55.0,53.0
4328,71,68.0,73.0,65.0,68.0,57.0,64.0
4329,71,76.0,48.0,49.0,56.0,69.0,78.0
4330,71,53.0,15.0,34.0,50.0,71.0,75.0
4331,71,67.0,57.0,70.0,69.0,65.0,68.0
4332,71,74.0,29.0,45.0,50.0,70.0,75.0
4333,71,56.0,35.0,56.0,57.0,71.0,74.0
4334,71,70.0,70.0,55.0,68.0,19.0,68.0
4335,71,64.0,33.0,50.0,53.0,72.0,72.0
4336,71,77.0,64.0,72.0,69.0,64.0,68.0
4338,71,66.0,48.0,58.0,57.0,67.0,80.0
4339,71,50.0,30.0,46.0,51.0,71.0,63.0
4340,71,67.0,40.0,53.0,60.0,71.0,71.0
4341,71,76.0,59.0,67.0,74.0,52.0,58.0
4342,71,76.0,59.0,68.0,72.0,67.0,71.0
4343,71,58.0,31.0,48.0,53.0,70.0,74.0
4344,71,83.0,66.0,64.0,72.0,35.0,68.0
4345,71,63.0,70.0,54.0,66.0,24.0,65.0
4346,71,62.0,30.0,39.0,41.0,72.0,75.0
4347,71,85.0,70.0,66.0,75.0,33.0,59.0
4348,71,64.0,69.0,71.0,70.0,62.0,75.0
4350,71,87.0,69.0,60.0,71.0,36.0,62.0
4351,71,63.0,38.0,65.0,56.0,72.0,72.0
4352,71,76.0,69.0,62.0,67.0,46.0,76.0
4354,71,57.0,36.0,55.0,61.0,71.0,74.0
4355,71,64.0,60.0,67.0,69.0,72.0,80.0
4357,71,48.0,31.0,48.0,50.0,73.0,72.0
4358,71,44.0,33.0,53.0,47.0,70.0,77.0
4359,71,70.0,39.0,56.0,54.0,68.0,77.0
4360,71,75.0,55.0,59.0,71.0,69.0,69.0
4362,71,91.0,48.0,60.0,68.0,67.0,75.0
4363,71,60.0,48.0,58.0,59.0,70.0,73.0
4364,71,90.0,65.0,64.0,73.0,28.0,63.0
4365,71,94.0,65.0,59.0,71.0,40.0,67.0
4366,71,87.0,59.0,64.0,74.0,44.0,55.0
4367,71,39.0,47.0,67.0,67.0,68.0,71.0
4368,71,71.0,66.0,69.0,72.0,65.0,70.0
4369,71,71.0,68.0,60.0,66.0,26.0,80.0
4370,71,75.0,48.0,61.0,66.0,70.0,80.0
4371,71,67.0,47.0,55.0,55.0,70.0,76.0
4372,71,60.0,71.0,48.0,62.0,29.0,78.0
4373,71,64.0,35.0,52.0,57.0,70.0,74.0
4374,71,62.0,32.0,53.0,59.0,69.0,76.0
4375,71,64.0,63.0,68.0,70.0,56.0,71.0
4377,71,47.0,68.0,63.0,66.0,32.0,79.0
4378,71,60.0,70.0,52.0,67.0,31.0,72.0
4379,71,90.0,64.0,67.0,74.0,36.0,52.0
4380,71,83.0,65.0,60.0,77.0,55.0,69.0
4381,71,72.0,70.0,57.0,70.0,38.0,74.0
4382,71,67.0,47.0,57.0,62.0,72.0,67.0
4383,71,90.0,63.0,63.0,74.0,28.0,62.0
4384,71,66.0,36.0,51.0,45.0,72.0,71.0
4385,71,81.0,43.0,59.0,66.0,66.0,78.0
4386,71,65.0,50.0,64.0,63.0,69.0,77.0
4387,71,54.0,42.0,53.0,64.0,69.0,76.0
4388,71,60.0,32.0,57.0,50.0,70.0,77.0
4389,71,68.0,44.0,59.0,65.0,71.0,74.0
4390,71,83.0,38.0,65.0,69.0,69.0,64.0
4391,71,55.0,54.0,61.0,65.0,69.0,67.0
4392,71,90.0,67.0,62.0,73.0,28.0,59.0
4393,71,70.0,69.0,63.0,69.0,26.0,69.0
4394,71,81.0,64.0,60.0,72.0,27.0,64.0
4395,71,45.0,71.0,55.0,64.0,35.0,70.0
4396,71,81.0,61.0,66.0,69.0,66.0,76.0
4397,71,70.0,61.0,68.0,66.0,68.0,76.0
4398,71,72.0,68.0,52.0,65.0,38.0,85.0
4399,71,72.0,68.0,68.0,73.0,27.0,62.0
4400,71,56.0,62.0,68.0,64.0,62.0,68.0
4401,71,81.0,64.0,65.0,76.0,50.0,63.0
4403,71,78.0,60.0,66.0,74.0,38.0,59.0
4404,71,70.0,63.0,69.0,74.0,60.0,54.0
4405,71,72.0,65.0,68.0,68.0,62.0,76.0
4406,71,86.0,63.0,61.0,74.0,31.0,68.0
4407,71,72.0,70.0,68.0,74.0,47.0,57.0
4408,71,50.0,39.0,47.0,42.0,70.0,83.0
4409,71,77.0,41.0,59.0,66.0,66.0,77.0
4410,71,62.0,64.0,67.0,72.0,62.0,74.0
4411,71,72.0,70.0,52.0,64.0,48.0,74.0
4412,71,77.0,62.0,59.0,67.0,66.0,69.0
4413,71,67.0,57.0,70.0,66.0,70.0,69.0
4414,71,78.0,64.0,66.0,71.0,66.0,75.0
4416,71,76.0,59.0,62.0,64.0,68.0,74.0
4420,71,37.0,45.0,60.0,52.0,75.0,69.0
4421,71,43.0,71.0,63.0,66.0,50.0,77.0
4422,71,48.0,70.0,72.0,67.0,61.0,70.0
4423,71,32.0,37.0,56.0,55.0,72.0,64.0
4424,71,54.0,62.0,73.0,72.0,70.0,67.0
4425,71,53.0,70.0,73.0,70.0,52.0,63.0
4427,71,32.0,27.0,39.0,52.0,71.0,71.0
4429,71,35.0,74.0,62.0,64.0,44.0,72.0
4431,71,59.0,45.0,61.0,75.0,75.0,67.0
4432,71,62.0,61.0,71.0,69.0,66.0,73.0
4433,71,73.0,72.0,68.0,73.0,37.0,64.0
4434,71,80.0,66.0,71.0,71.0,66.0,67.0
4435,71,69.0,45.0,65.0,68.0,70.0,68.0
4436,71,55.0,57.0,64.0,60.0,68.0,78.0
4437,71,63.0,70.0,74.0,71.0,53.0,63.0
4438,71,60.0,43.0,53.0,49.0,72.0,69.0
4439,71,51.0,56.0,64.0,65.0,70.0,70.0
4440,71,47.0,74.0,50.0,59.0,24.0,63.0
4441,71,64.0,64.0,64.0,62.0,71.0,76.0
4442,71,51.0,45.0,52.0,43.0,69.0,82.0
4443,71,55.0,67.0,64.0,66.0,68.0,76.0
4445,71,34.0,35.0,39.0,44.0,72.0,79.0
4446,71,64.0,55.0,66.0,68.0,70.0,67.0
4447,71,51.0,47.0,60.0,55.0,71.0,66.0
4450,71,68.0,69.0,68.0,78.0,35.0,52.0
4451,71,32.0,60.0,73.0,65.0,65.0,70.0
4452,71,44.0,68.0,71.0,69.0,61.0,78.0
4454,71,53.0,68.0,74.0,67.0,61.0,62.0
4455,71,58.0,31.0,59.0,62.0,71.0,74.0
4456,71,57.0,67.0,67.0,67.0,69.0,75.0
4457,71,40.0,72.0,61.0,64.0,48.0,75.0
4458,71,69.0,69.0,65.0,72.0,42.0,69.0
4460,71,55.0,46.0,64.0,61.0,70.0,79.0
4461,71,52.0,54.0,75.0,70.0,59.0,62.0
4462,71,73.0,46.0,61.0,65.0,69.0,83.0
4463,71,63.0,71.0,66.0,66.0,43.0,71.0
4464,71,55.0,68.0,65.0,67.0,45.0,76.0
4465,71,67.0,68.0,72.0,71.0,45.0,65.0
4466,71,53.0,51.0,61.0,57.0,71.0,80.0
4467,71,75.0,65.0,70.0,73.0,66.0,65.0
4468,71,70.0,67.0,49.0,64.0,22.0,79.0
4469,71,67.0,66.0,68.0,70.0,41.0,65.0
4470,71,63.0,67.0,69.0,68.0,70.0,74.0
4471,71,82.0,65.0,69.0,70.0,67.0,76.0
4472,71,58.0,41.0,64.0,54.0,72.0,70.0
4474,71,54.0,65.0,75.0,68.0,54.0,70.0
4476,71,66.0,41.0,58.0,60.0,70.0,73.0
4477,71,66.0,50.0,66.0,65.0,70.0,72.0
4478,71,60.0,68.0,58.0,67.0,37.0,65.0
4479,71,46.0,45.0,50.0,50.0,73.0,71.0
4481,71,65.0,37.0,49.0,61.0,71.0,71.0
4482,71,53.0,49.0,59.0,67.0,71.0,81.0
4484,71,51.0,63.0,70.0,65.0,71.0,74.0
4486,71,72.0,66.0,67.0,68.0,68.0,71.0
4487,71,73.0,70.0,67.0,70.0,64.0,77.0
4488,71,38.0,37.0,51.0,55.0,70.0,70.0
4489,71,74.0,59.0,66.0,67.0,67.0,75.0
4490,71,76.0,72.0,70.0,71.0,33.0,70.0
4491,71,60.0,67.0,68.0,73.0,65.0,76.0
4492,71,58.0,62.0,71.0,66.0,70.0,76.0
4495,71,85.0,70.0,62.0,73.0,32.0,68.0
4496,71,70.0,39.0,60.0,64.0,70.0,77.0
4497,71,77.0,69.0,66.0,70.0,40.0,58.0
4498,71,32.0,27.0,51.0,41.0,72.0,70.0
4499,71,51.0,39.0,56.0,53.0,69.0,73.0
4501,71,64.0,70.0,64.0,66.0,71.0,80.0
4502,71,63.0,68.0,67.0,69.0,43.0,62.0
4503,71,68.0,31.0,42.0,48.0,71.0,73.0
4504,71,70.0,74.0,67.0,64.0,31.0,76.0
4505,71,39.0,57.0,60.0,63.0,71.0,72.0
4506,71,67.0,59.0,72.0,66.0,63.0,73.0
4507,71,81.0,54.0,61.0,66.0,68.0,75.0
4508,71,74.0,69.0,68.0,71.0,41.0,70.0
4509,71,75.0,61.0,68.0,70.0,63.0,73.0
4510,71,74.0,68.0,59.0,65.0,44.0,67.0
4511,71,61.0,71.0,53.0,63.0,40.0,67.0
4512,71,81.0,61.0,63.0,70.0,64.0,69.0
4515,71,51.0,76.0,69.0,68.0,59.0,73.0
4516,71,57.0,70.0,59.0,68.0,49.0,73.0
4517,71,58.0,55.0,66.0,66.0,71.0,76.0
4519,71,66.0,69.0,72.0,70.0,45.0,77.0
4520,71,45.0,50.0,64.0,59.0,72.0,70.0
4521,71,66.0,59.0,68.0,68.0,71.0,72.0
4522,71,61.0,53.0,65.0,66.0,69.0,74.0
4523,71,62.0,70.0,57.0,62.0,40.0,70.0
4525,71,75.0,69.0,52.0,67.0,29.0,79.0
4526,71,65.0,55.0,61.0,69.0,72.0,74.0
4527,71,35.0,44.0,50.0,55.0,69.0,71.0
4528,71,82.0,59.0,64.0,79.0,39.0,62.0
4529,71,50.0,36.0,47.0,42.0,70.0,76.0
4530,71,57.0,70.0,73.0,71.0,68.0,63.0
4531,71,66.0,50.0,65.0,70.0,71.0,75.0
4533,71,78.0,70.0,66.0,73.0,48.0,68.0
4534,71,78.0,48.0,60.0,69.0,67.0,75.0
4535,71,76.0,65.0,70.0,72.0,27.0,60.0
4536,71,33.0,37.0,48.0,49.0,75.0,66.0
4538,71,80.0,66.0,50.0,62.0,25.0,79.0
4539,71,52.0,34.0,42.0,38.0,70.0,77.0
4540,71,54.0,72.0,58.0,63.0,38.0,81.0
4541,71,78.0,58.0,68.0,70.0,67.0,68.0
4542,71,43.0,46.0,58.0,56.0,71.0,69.0
4543,71,76.0,67.0,58.0,71.0,22.0,67.0
4544,71,46.0,43.0,41.0,42.0,70.0,80.0
4545,71,55.0,59.0,66.0,56.0,71.0,71.0
4546,71,60.0,73.0,62.0,69.0,35.0,69.0
4547,71,64.0,47.0,59.0,63.0,68.0,83.0
4549,71,81.0,69.0,71.0,75.0,47.0,60.0
4550,71,62.0,63.0,68.0,70.0,68.0,76.0
4551,71,69.0,66.0,69.0,72.0,62.0,73.0
4552,71,78.0,67.0,67.0,76.0,32.0,47.0
4553,71,76.0,58.0,62.0,65.0,69.0,70.0
4554,71,74.0,55.0,65.0,67.0,68.0,69.0
4555,71,70.0,46.0,71.0,73.0,69.0,66.0
4556,71,54.0,50.0,52.0,49.0,70.0,79.0
4557,71,55.0,70.0,62.0,63.0,45.0,79.0
4558,71,76.0,68.0,63.0,70.0,37.0,65.0
4559,71,58.0,48.0,57.0,48.0,71.0,76.0
4560,71,73.0,52.0,62.0,67.0,68.0,72.0
4561,71,65.0,46.0,57.0,62.0,67.0,87.0
4562,71,72.0,68.0,69.0,73.0,33.0,56.0
4563,71,31.0,48.0,67.0,60.0,71.0,69.0
4564,71,71.0,61.0,69.0,72.0,62.0,67.0
4565,71,65.0,67.0,72.0,71.0,62.0,69.0
4566,71,68.0,67.0,71.0,72.0,66.0,65.0
4567,71,62.0,66.0,72.0,72.0,63.0,64.0
4569,71,63.0,49.0,69.0,68.0,62.0,82.0
4570,71,65.0,73.0,67.0,68.0,41.0,68.0
4571,71,73.0,62.0,64.0,71.0,67.0,70.0
4572,71,79.0,60.0,66.0,74.0,46.0,60.0
4573,71,90.0,62.0,66.0,73.0,24.0,56.0
4574,71,54.0,29.0,51.0,55.0,70.0,80.0
4575,71,49.0,42.0,51.0,50.0,70.0,66.0
4576,71,64.0,38.0,61.0,62.0,69.0,71.0
4577,71,54.0,57.0,65.0,51.0,69.0,87.0
4578,71,61.0,59.0,67.0,67.0,67.0,67.0
4579,71,83.0,69.0,62.0,69.0,44.0,69.0
4580,71,60.0,59.0,69.0,71.0,70.0,70.0
4581,71,53.0,59.0,71.0,71.0,70.0,71.0
4582,71,58.0,47.0,61.0,62.0,69.0,76.0
4583,71,82.0,68.0,67.0,71.0,32.0,68.0
4584,71,74.0,72.0,68.0,72.0,38.0,70.0
4585,71,71.0,64.0,72.0,70.0,68.0,72.0
4586,71,62.0,66.0,76.0,72.0,62.0,64.0
4587,71,59.0,72.0,59.0,64.0,26.0,78.0
4588,71,71.0,70.0,68.0,73.0,40.0,56.0
4589,71,69.0,61.0,69.0,71.0,70.0,70.0
4590,71,81.0,47.0,63.0,68.0,68.0,71.0
4591,71,64.0,46.0,50.0,49.0,69.0,77.0
4592,71,62.0,61.0,69.0,71.0,63.0,62.0
4593,71,73.0,66.0,69.0,73.0,58.0,75.0
4594,71,70.0,68.0,61.0,67.0,52.0,75.0
4595,71,75.0,70.0,54.0,73.0,22.0,68.0
4596,71,71.0,69.0,71.0,70.0,57.0,75.0
4597,71,75.0,50.0,63.0,68.0,66.0,76.0
4598,71,45.0,71.0,58.0,64.0,32.0,71.0
4599,71,66.0,49.0,66.0,70.0,67.0,72.0
4600,71,89.0,43.0,68.0,71.0,65.0,76.0
4601,71,68.0,35.0,56.0,45.0,67.0,82.0
4602,71,64.0,55.0,58.0,65.0,70.0,76.0
4603,71,92.0,66.0,64.0,70.0,37.0,61.0
4604,71,78.0,72.0,60.0,67.0,42.0,78.0
4605,71,68.0,68.0,49.0,64.0,26.0,71.0
4606,71,82.0,57.0,62.0,73.0,68.0,64.0
4607,71,41.0,39.0,61.0,44.0,71.0,78.0
4608,71,48.0,38.0,56.0,49.0,68.0,81.0
4609,71,36.0,37.0,45.0,47.0,70.0,78.0
4610,71,82.0,51.0,65.0,73.0,67.0,74.0
4611,71,53.0,60.0,72.0,64.0,68.0,77.0
4613,71,78.0,67.0,68.0,72.0,33.0,46.0
4614,71,72.0,47.0,61.0,60.0,68.0,82.0
4615,71,65.0,64.0,69.0,74.0,57.0,61.0
4616,71,75.0,33.0,62.0,69.0,70.0,74.0
4617,71,77.0,68.0,69.0,72.0,38.0,63.0
4618,71,72.0,69.0,71.0,73.0,36.0,65.0
4619,71,74.0,64.0,67.0,70.0,61.0,73.0
4620,71,73.0,60.0,67.0,67.0,67.0,58.0
4621,71,76.0,69.0,51.0,70.0,35.0,66.0
4622,71,63.0,71.0,55.0,63.0,42.0,79.0
4623,71,77.0,67.0,65.0,75.0,38.0,70.0
4624,71,77.0,68.0,66.0,74.0,50.0,59.0
4625,71,78.0,69.0,65.0,72.0,31.0,61.0
4626,71,73.0,68.0,71.0,71.0,53.0,67.0
4627,71,69.0,51.0,60.0,62.0,70.0,74.0
4628,71,66.0,58.0,73.0,69.0,56.0,51.0
4630,71,69.0,73.0,67.0,65.0,67.0,75.0
4631,71,81.0,69.0,68.0,73.0,42.0,74.0
4632,71,68.0,72.0,63.0,68.0,44.0,75.0
4633,71,82.0,55.0,66.0,75.0,66.0,47.0
4634,71,42.0,19.0,43.0,46.0,72.0,76.0
4635,71,75.0,66.0,64.0,64.0,71.0,82.0
4636,71,76.0,67.0,64.0,77.0,39.0,59.0
4637,71,60.0,72.0,53.0,66.0,34.0,78.0
4638,71,68.0,64.0,70.0,66.0,64.0,81.0
4639,71,78.0,57.0,69.0,69.0,60.0,69.0
4640,71,87.0,67.0,69.0,74.0,37.0,49.0
4641,71,62.0,26.0,50.0,51.0,72.0,68.0
4642,71,54.0,62.0,69.0,71.0,64.0,80.0
4643,71,64.0,68.0,71.0,71.0,60.0,73.0
4644,71,68.0,72.0,56.0,68.0,28.0,70.0
4645,71,65.0,60.0,70.0,69.0,64.0,81.0
4646,71,82.0,70.0,67.0,69.0,64.0,72.0
4647,71,76.0,62.0,66.0,71.0,62.0,68.0
4648,71,79.0,68.0,58.0,66.0,43.0,72.0
4650,71,68.0,71.0,55.0,66.0,28.0,74.0
4651,71,60.0,43.0,50.0,49.0,70.0,80.0
4652,71,71.0,71.0,51.0,68.0,29.0,75.0
4653,71,94.0,60.0,64.0,72.0,32.0,49.0
4654,71,42.0,25.0,50.0,45.0,71.0,80.0
4656,71,76.0,59.0,69.0,71.0,65.0,74.0
4657,71,80.0,59.0,69.0,72.0,63.0,69.0
4658,71,79.0,61.0,70.0,72.0,60.0,77.0
4659,71,80.0,72.0,69.0,74.0,28.0,51.0
4660,71,83.0,67.0,67.0,71.0,58.0,68.0
4661,71,75.0,58.0,69.0,67.0,69.0,68.0
4662,71,70.0,65.0,71.0,71.0,40.0,58.0
4663,71,86.0,68.0,64.0,72.0,65.0,72.0
4664,71,70.0,52.0,57.0,61.0,72.0,83.0
4665,71,80.0,57.0,68.0,70.0,66.0,72.0
4666,71,73.0,65.0,63.0,73.0,64.0,80.0
4667,71,60.0,70.0,69.0,71.0,65.0,71.0
4669,71,78.0,70.0,66.0,70.0,54.0,70.0
4670,71,76.0,69.0,69.0,71.0,52.0,67.0
4671,71,75.0,65.0,70.0,69.0,64.0,80.0
4672,71,76.0,67.0,66.0,73.0,43.0,59.0
4674,71,66.0,71.0,71.0,69.0,52.0,82.0
4675,71,70.0,61.0,74.0,76.0,64.0,63.0
4676,71,49.0,45.0,44.0,52.0,69.0,85.0
4677,71,87.0,65.0,68.0,73.0,55.0,69.0
4678,71,75.0,57.0,68.0,63.0,65.0,74.0
4679,71,81.0,68.0,65.0,75.0,38.0,67.0
4680,71,72.0,68.0,52.0,66.0,32.0,76.0
4681,71,75.0,63.0,69.0,70.0,66.0,74.0
4682,71,72.0,50.0,66.0,69.0,69.0,68.0
4683,71,80.0,66.0,64.0,73.0,46.0,63.0
4684,71,76.0,70.0,59.0,70.0,26.0,72.0
4685,71,75.0,69.0,62.0,70.0,23.0,66.0
4686,71,81.0,67.0,65.0,71.0,36.0,61.0
4687,71,66.0,71.0,65.0,70.0,27.0,70.0
4688,71,74.0,53.0,61.0,71.0,68.0,66.0
4689,71,64.0,70.0,51.0,67.0,30.0,78.0
4691,71,82.0,66.0,67.0,73.0,35.0,66.0
4692,71,71.0,68.0,49.0,67.0,31.0,78.0
4693,71,64.0,62.0,66.0,72.0,57.0,67.0
4694,71,60.0,58.0,62.0,60.0,71.0,74.0
4695,71,83.0,48.0,62.0,69.0,65.0,67.0
4696,71,87.0,67.0,62.0,77.0,59.0,67.0
4697,71,58.0,70.0,71.0,71.0,49.0,67.0
4698,71,53.0,52.0,60.0,61.0,69.0,77.0
4699,71,77.0,69.0,64.0,72.0,31.0,67.0
4700,71,83.0,60.0,66.0,71.0,32.0,60.0
4701,71,64.0,64.0,65.0,62.0,70.0,77.0
4702,71,61.0,49.0,62.0,61.0,71.0,80.0
4703,71,73.0,33.0,60.0,66.0,72.0,65.0
4704,71,75.0,65.0,72.0,73.0,35.0,49.0
4705,71,82.0,69.0,65.0,65.0,40.0,75.0
4706,71,68.0,69.0,45.0,55.0,30.0,79.0
4707,71,72.0,44.0,50.0,70.0,71.0,69.0
4708,71,83.0,66.0,61.0,72.0,34.0,69.0
4709,71,93.0,65.0,65.0,73.0,37.0,62.0
4710,71,78.0,55.0,66.0,63.0,69.0,61.0
4711,71,76.0,51.0,64.0,68.0,72.0,64.0
4712,71,66.0,55.0,59.0,65.0,72.0,70.0
4713,71,81.0,58.0,67.0,73.0,38.0,51.0
4714,71,81.0,54.0,71.0,74.0,48.0,55.0
4715,71,57.0,70.0,71.0,71.0,24.0,62.0
4716,71,85.0,68.0,56.0,77.0,31.0,45.0
4719,71,80.0,57.0,68.0,63.0,68.0,63.0
4720,71,72.0,56.0,66.0,75.0,68.0,70.0
4721,71,67.0,50.0,70.0,67.0,71.0,56.0
4722,71,67.0,54.0,63.0,58.0,68.0,67.0
4723,71,70.0,48.0,64.0,64.0,70.0,72.0
4724,71,52.0,45.0,56.0,48.0,73.0,69.0
4725,71,61.0,34.0,47.0,39.0,70.0,76.0
4726,71,75.0,35.0,42.0,40.0,72.0,71.0
4727,71,61.0,46.0,56.0,55.0,70.0,72.0
4728,71,78.0,64.0,68.0,74.0,32.0,50.0
4729,71,81.0,59.0,70.0,73.0,32.0,61.0
4730,71,83.0,57.0,72.0,74.0,39.0,42.0
4731,71,67.0,51.0,54.0,57.0,72.0,82.0
4732,71,87.0,65.0,63.0,74.0,45.0,54.0
4733,71,77.0,64.0,65.0,71.0,34.0,56.0
4734,71,73.0,69.0,68.0,73.0,59.0,72.0
4735,71,46.0,31.0,48.0,44.0,70.0,77.0
4736,71,71.0,65.0,67.0,67.0,60.0,75.0
4737,71,75.0,69.0,67.0,70.0,68.0,75.0
4740,71,69.0,62.0,68.0,70.0,46.0,68.0
4741,71,69.0,46.0,66.0,71.0,69.0,71.0
4742,71,33.0,28.0,43.0,45.0,70.0,77.0
4743,71,62.0,50.0,60.0,53.0,68.0,77.0
4744,71,76.0,66.0,70.0,71.0,61.0,63.0
4745,71,70.0,68.0,67.0,70.0,65.0,71.0
4746,71,81.0,65.0,64.0,71.0,45.0,74.0
4747,71,76.0,69.0,65.0,76.0,22.0,62.0
4748,71,79.0,71.0,63.0,68.0,30.0,70.0
4749,71,75.0,58.0,71.0,74.0,68.0,57.0
4750,71,52.0,70.0,74.0,69.0,36.0,67.0
4751,71,67.0,66.0,65.0,69.0,49.0,54.0
4752,71,64.0,71.0,62.0,73.0,33.0,71.0
4753,71,58.0,60.0,70.0,68.0,68.0,73.0
4754,71,64.0,59.0,62.0,67.0,72.0,74.0
4755,71,64.0,49.0,61.0,63.0,69.0,73.0
4756,70,86.0,62.0,60.0,76.0,30.0,59.0
4757,70,82.0,60.0,62.0,78.0,39.0,52.0
4758,70,64.0,70.0,45.0,67.0,22.0,63.0
4759,70,72.0,61.0,69.0,72.0,56.0,64.0
4760,70,85.0,67.0,51.0,74.0,28.0,62.0
4761,70,66.0,66.0,68.0,73.0,56.0,61.0
4762,70,75.0,69.0,73.0,74.0,49.0,61.0
4763,70,83.0,68.0,60.0,72.0,24.0,68.0
4764,70,74.0,68.0,66.0,74.0,30.0,73.0
4765,70,79.0,56.0,63.0,75.0,33.0,45.0
4766,70,80.0,65.0,64.0,71.0,53.0,63.0
4767,70,83.0,64.0,61.0,76.0,28.0,60.0
4768,70,78.0,65.0,69.0,73.0,52.0,67.0
4769,70,88.0,36.0,60.0,68.0,64.0,67.0
4770,70,88.0,54.0,65.0,78.0,60.0,59.0
4771,70,71.0,64.0,64.0,73.0,21.0,54.0
4772,70,69.0,62.0,67.0,79.0,54.0,63.0
4773,70,72.0,53.0,63.0,71.0,69.0,73.0
4774,70,87.0,63.0,63.0,76.0,32.0,56.0
4775,70,93.0,65.0,56.0,69.0,25.0,64.0
4776,70,67.0,61.0,69.0,73.0,61.0,67.0
4777,70,75.0,65.0,69.0,70.0,43.0,54.0
4778,70,63.0,68.0,69.0,72.0,44.0,53.0
4780,70,90.0,61.0,57.0,78.0,33.0,59.0
4781,70,73.0,57.0,62.0,69.0,69.0,69.0
4782,70,76.0,53.0,65.0,72.0,67.0,61.0
4783,70,85.0,55.0,64.0,76.0,25.0,48.0
4784,70,65.0,58.0,63.0,59.0,70.0,76.0
4785,70,86.0,66.0,52.0,68.0,22.0,69.0
4786,70,80.0,66.0,64.0,73.0,27.0,69.0
4787,70,84.0,36.0,58.0,75.0,63.0,71.0
4788,70,65.0,45.0,67.0,76.0,52.0,54.0
4789,70,65.0,38.0,50.0,54.0,69.0,73.0
4790,70,90.0,35.0,57.0,67.0,65.0,74.0
4791,70,74.0,66.0,66.0,73.0,45.0,62.0
4792,70,75.0,69.0,53.0,72.0,36.0,51.0
4793,70,55.0,33.0,44.0,45.0,70.0,75.0
4794,70,67.0,56.0,69.0,68.0,69.0,62.0
4795,70,64.0,56.0,65.0,71.0,63.0,70.0
4797,70,74.0,38.0,58.0,56.0,66.0,60.0
4798,70,87.0,54.0,67.0,70.0,64.0,69.0
4799,70,66.0,36.0,52.0,59.0,69.0,68.0
4800,70,70.0,68.0,53.0,68.0,29.0,69.0
4801,70,90.0,67.0,60.0,73.0,25.0,51.0
4802,70,75.0,49.0,60.0,71.0,69.0,64.0
4803,70,70.0,42.0,56.0,65.0,70.0,66.0
4806,70,65.0,55.0,65.0,71.0,66.0,71.0
4807,70,60.0,58.0,65.0,68.0,69.0,69.0
4808,70,71.0,60.0,63.0,69.0,68.0,76.0
4809,70,43.0,62.0,65.0,68.0,64.0,70.0
4810,70,70.0,41.0,59.0,64.0,67.0,73.0
4811,70,62.0,40.0,63.0,59.0,67.0,77.0
4812,70,70.0,55.0,68.0,68.0,58.0,67.0
4813,70,91.0,40.0,59.0,72.0,64.0,67.0
4814,70,66.0,69.0,60.0,70.0,27.0,69.0
4815,70,68.0,42.0,54.0,60.0,70.0,67.0
4816,70,76.0,38.0,58.0,69.0,68.0,70.0
4817,70,60.0,62.0,71.0,76.0,48.0,39.0
4818,70,68.0,64.0,71.0,71.0,67.0,65.0
4819,70,77.0,48.0,59.0,69.0,67.0,69.0
4820,70,87.0,66.0,60.0,71.0,33.0,72.0
4821,70,65.0,68.0,72.0,71.0,35.0,56.0
4822,70,64.0,31.0,55.0,59.0,71.0,73.0
4824,70,82.0,67.0,63.0,73.0,32.0,52.0
4825,70,72.0,52.0,61.0,66.0,70.0,77.0
4826,70,90.0,66.0,63.0,70.0,49.0,70.0
4827,70,69.0,52.0,54.0,64.0,69.0,71.0
4828,70,64.0,37.0,56.0,66.0,71.0,67.0
4829,70,76.0,63.0,67.0,72.0,40.0,38.0
4830,70,76.0,50.0,58.0,67.0,68.0,74.0
4831,70,86.0,66.0,62.0,73.0,32.0,62.0
4832,70,60.0,42.0,42.0,45.0,71.0,72.0
4833,70,55.0,35.0,45.0,49.0,72.0,69.0
4834,70,63.0,53.0,66.0,71.0,58.0,57.0
4835,70,78.0,70.0,60.0,73.0,23.0,57.0
4836,70,75.0,65.0,67.0,69.0,33.0,61.0
4837,70,77.0,61.0,68.0,73.0,54.0,58.0
4838,70,70.0,53.0,61.0,62.0,68.0,79.0
4839,70,74.0,60.0,69.0,76.0,61.0,69.0
4840,70,74.0,64.0,65.0,71.0,66.0,78.0
4841,70,79.0,68.0,62.0,72.0,23.0,49.0
4842,70,76.0,54.0,65.0,69.0,66.0,70.0
4843,70,61.0,62.0,67.0,74.0,60.0,60.0
4845,70,73.0,43.0,56.0,58.0,71.0,68.0
4846,70,53.0,25.0,45.0,41.0,70.0,74.0
4847,70,66.0,33.0,50.0,42.0,72.0,71.0
4848,70,75.0,72.0,65.0,70.0,38.0,64.0
4850,70,66.0,57.0,67.0,73.0,67.0,66.0
4851,70,73.0,53.0,68.0,71.0,67.0,54.0
4852,70,75.0,61.0,69.0,74.0,65.0,60.0
4853,70,68.0,51.0,65.0,70.0,68.0,71.0
4854,70,76.0,68.0,53.0,69.0,23.0,64.0
4855,70,78.0,65.0,65.0,73.0,33.0,56.0
4856,70,71.0,55.0,71.0,68.0,62.0,81.0
4857,70,78.0,64.0,68.0,70.0,62.0,68.0
4858,70,63.0,25.0,40.0,38.0,70.0,60.0
4859,70,50.0,30.0,47.0,42.0,69.0,76.0
